/ershoufang/chengyanggongyeyuan/,城阳工业园,94,4155
/ershoufang/chengyanglijiao/,城阳立交,153,63269
/ershoufang/chengyangshiyanerxiao1/,城阳实验二小,456,38419
/ershoufang/gaoxinqu13/,高新区,613,909
/ershoufang/hetao/,河套,20,13299
/ershoufang/jiajiayuan/,家佳源,704,14503
/ershoufang/jihongtan/,棘洪滩,26,1903
/ershoufang/jimo1/,即墨,4479,837
/ershoufang/liuting1/,流亭,834,27957
/ershoufang/loushanhou/,娄山后,104,2332
/ershoufang/nongyedaxue1/,农业大学,258,28056
/ershoufang/nvgu/,女姑,1395,1367
/ershoufang/ruiyanglu1/,瑞阳路,404,46784
/ershoufang/shangma/,上马,53,2666
/ershoufang/shijigongyuan31/,世纪公园,646,8551
/ershoufang/shimeian1/,十梅庵,1851,32139
/ershoufang/taiyangcheng1/,太阳城,188,19403
/ershoufang/xiazhuang22/,夏庄,1017,31485
/ershoufang/xifuzhen1/,惜福镇,886,2101
