/ershoufang/changguangxidaxuecheng/,长广溪/大学城,558,60818
/ershoufang/haianchengshiminzhongxin/,海岸城/市民中心,487,3049
/ershoufang/heliekou/,河埒口,919,3200
/ershoufang/huazhuang/,华庄,261,7704
/ershoufang/hubinshangyejie/,湖滨商业街,479,33809
/ershoufang/hudai/,胡埭,47,2452
/ershoufang/lihuxincheng/,蠡湖新城,281,1063
/ershoufang/mashan/,马山,83,3042
/ershoufang/meiyuan/,梅园,153,4915
/ershoufang/nanquan1/,南泉,27,4081
/ershoufang/rongchuangwenhualvyoucheng/,融创文化旅游城,695,13527
/ershoufang/rongxiang/,荣巷,336,36460
/ershoufang/taihushanshuicheng/,太湖山水城,32,13359
/ershoufang/tangtieqiao/,塘铁桥,788,20535
/ershoufang/wanxiangchengdongjiang/,万象城/东绛,846,26619
/ershoufang/xinan2/,新安,265,59719
/ershoufang/xintiyuzhongxin/,新体育中心,977,10411
/ershoufang/yangming/,扬名,875,799
/ershoufang/zhongqiao/,中桥,1098,6552
