/ershoufang/cencun/,岑村,91,215966
/ershoufang/changxing1/,长兴,257,104593
/ershoufang/chebei/,车陂,171,3948
/ershoufang/dashadi/,大沙地,291,3985
/ershoufang/dongfengdong/,东风东,218,5712
/ershoufang/dongpu/,东圃,631,4950
/ershoufang/ershadao/,二沙岛,3,48850
/ershoufang/gaotang/,高唐,139,3873945
/ershoufang/huajingxincheng/,华景新城,386,5932
/ershoufang/huangcun/,黄村,82,32159
/ershoufang/huanghuagang/,黄花岗,286,47096
/ershoufang/huangpuqufu/,黄埔区府,461,2115
/ershoufang/huanshidong/,环市东,93,5149
/ershoufang/huijingxincheng/,汇景新城,98,4906
/ershoufang/jinrongcheng1/,金融城,11,772162
/ershoufang/kexuecheng/,科学城,976,9228
/ershoufang/linhe/,林和,396,29137
/ershoufang/longdong/,龙洞,156,117666
/ershoufang/longkoudong/,龙口东,153,38195
/ershoufang/longkouxi/,龙口西,220,20837
/ershoufang/meihuayuan/,梅花园,200,54529
/ershoufang/shahe1/,沙河,331,6659
/ershoufang/shataibei/,沙太北,131,13699
/ershoufang/shatainan/,沙太南,370,9723
/ershoufang/shipai1/,石牌,241,12316
/ershoufang/shuiyin/,水荫,283,21551
/ershoufang/tangxia1/,棠下,632,137160
/ershoufang/taojin/,淘金,446,9139
/ershoufang/tianhegongyuan/,天河公园,561,7975
/ershoufang/tianhekeyunzhan/,天河客运站,93,316581
/ershoufang/tianhenan/,天河南,209,11139
/ershoufang/tianrunlu/,天润路,339,1583
/ershoufang/tiyuzhongxin/,体育中心,206,19568
/ershoufang/wushan/,五山,209,7142
/ershoufang/wuyangxincheng/,五羊新城,273,2544
/ershoufang/yangji/,杨箕,152,5262
/ershoufang/yantang/,燕塘,283,7131
/ershoufang/yuancun/,员村,325,15457
/ershoufang/yueken/,粤垦,436,5084
/ershoufang/yuzhu/,鱼珠,18,4865
/ershoufang/zhujiangxinchengdong/,珠江新城东,403,37389
/ershoufang/zhujiangxinchengxi/,珠江新城西,311,48186
/ershoufang/zhujiangxinchengzhong/,珠江新城中,313,206649
